ID,Year,Olympic_CC,GDP,Population
22656,2014,ISL,44546.01,327386
22657,2015,ISL,47499.63,330815
22658,2016,ISL,50745.68,335439
22659,2017,ISL,53152.7,341284
22660,1990,ISR,15048.47,4660000
22661,1991,ISR,15772.55,4949000
22662,1992,ISR,16793.39,5123000
22663,1993,ISR,17431.19,5261000
22664,1994,ISR,18635.64,5399000
22665,1995,ISR,19746.44,5545000
22666,1996,ISR,20765.63,5692000
22667,1997,ISR,21432.62,5836000
22668,1998,ISR,22056.54,5971000
22669,1999,ISR,22600.06,6125000
22670,2000,ISR,24935.35,6289000
22671,2001,ISR,24932.6,6439000
22672,2002,ISR,25213.54,6570000
22673,2003,ISR,23799.09,6689700
22674,2004,ISR,25228.09,6809000
22675,2005,ISR,24819.95,6930100
22676,2006,ISR,25676.07,7053700
22677,2007,ISR,27496.21,7180100
22678,2008,ISR,27399.45,7308800
22679,2009,ISR,27498.57,7485600
22680,2010,ISR,28828.32,7623600
22681,2011,ISR,30558.39,7765800
22682,2012,ISR,31708.09,7910500
22683,2013,ISR,34128.96,8059500
22684,2014,ISR,34086.55,8215700
22685,2015,ISR,35888.88,8380100
22686,2016,ISR,37258.22,8546000
22687,2017,ISR,38261.68,8712400
22688,1990,ISV,,103963
22689,1991,ISV,,104807
22690,1992,ISV,,105712
22691,1993,ISV,,106578
22692,1994,ISV,,107318
22693,1995,ISV,,107818
22694,1996,ISV,,108095
22695,1997,ISV,,108357
22696,1998,ISV,,108537
22697,1999,ISV,,108599
22698,2000,ISV,,108642
22699,2001,ISV,,108549
22700,2002,ISV,,108510
22701,2003,ISV,,108506
22702,2004,ISV,,108467
22703,2005,ISV,,108454
22704,2006,ISV,,108371
22705,2007,ISV,,108339
22706,2008,ISV,,108399
22707,2009,ISV,,108405
22708,2010,ISV,,108358
22709,2011,ISV,,108292
22710,2012,ISV,,108191
22711,2013,ISV,,108044
22712,2014,ISV,,107884
22713,2015,ISV,,107710
22714,2016,ISV,,107510
22715,2017,ISV,,107268
22716,1990,ITA,18557.11,56719240
22717,1991,ITA,19456.3,56758521
22718,1992,ITA,20052.21,56797087
22719,1993,ITA,20341.79,56831821
22720,1994,ITA,21217.23,56843400
22721,1995,ITA,22284.68,56844303
22722,1996,ITA,22963.16,56860281
22723,1997,ITA,23808.02,56890372
22724,1998,ITA,24926.56,56906744
22725,1999,ITA,25531.62,56916317
22726,2000,ITA,27022.86,56942108
22727,2001,ITA,27955.88,56974100
22728,2002,ITA,28641.56,57059007
22729,2003,ITA,29079.31,57313203
22730,2004,ITA,29457.89,57685327
22731,2005,ITA,30051.77,57969484
22732,2006,ITA,32336.16,58143979
22733,2007,ITA,33990.62,58438310
22734,2008,ITA,35402.92,58826731
22735,2009,ITA,34507.75,59095365
22736,2010,ITA,35042.2,59277417
22737,2011,ITA,36347.34,59379449
22738,2012,ITA,36237.11,59539717
22739,2013,ITA,36131.13,60233948
22740,2014,ITA,36070.81,60789140
22741,2015,ITA,36640.12,60730582
22742,2016,ITA,38380.17,60627498
22743,2017,ITA,39426.94,60551416
22744,1990,IVB,,16461
22745,1991,IVB,,16934
22746,1992,IVB,,17344
22747,1993,IVB,,17703
22748,1994,IVB,,18052
22749,1995,IVB,,18427
22750,1996,IVB,,18833
22751,1997,IVB,,19270
22752,1998,IVB,,19722
22753,1999,IVB,,20188
22754,2000,IVB,,20645
22755,2001,IVB,,21085
22756,2002,IVB,,21529
22757,2003,IVB,,22000
22758,2004,IVB,,22541
22759,2005,IVB,,23168
22760,2006,IVB,,23905
22761,2007,IVB,,24731
22762,2008,IVB,,25604
22763,2009,IVB,,26447
22764,2010,IVB,,27224
22765,2011,IVB,,27901
22766,2012,IVB,,28509
22767,2013,IVB,,29056
22768,2014,IVB,,29588
22769,2015,IVB,,30113
22770,2016,IVB,,30661
22771,2017,IVB,,31196
22772,1990,JAM,4709.02,2424242
22773,1991,JAM,5060.58,2443689
22774,1992,JAM,5230.77,2465362
22775,1993,JAM,5804.39,2488782
22776,1994,JAM,5951.88,2513049
22777,1995,JAM,6159.03,2537440
22778,1996,JAM,6204.3,2561993
22779,1997,JAM,6178.62,2586827
22780,1998,JAM,6042.55,2611367
22781,1999,JAM,6143.97,2634882
22782,2000,JAM,6286.54,2656864
22783,2001,JAM,6467.24,2677011
22784,2002,JAM,6651.87,2695446
22785,2003,JAM,6989,2712511
22786,2004,JAM,7232.87,2728777
22787,2005,JAM,7488.7,2744673
22788,2006,JAM,7897.64,2760279
22789,2007,JAM,8178.92,2775467
22790,2008,JAM,8228.22,2790122
22791,2009,JAM,7891.69,2804082
22792,2010,JAM,7834.27,2817210
22793,2011,JAM,8099.16,2829493
22794,2012,JAM,8163.7,2840992
22795,2013,JAM,8305.3,2851807
22796,2014,JAM,8481.51,2862087
22797,2015,JAM,8620.36,2871934
22798,2016,JAM,8821.31,2881355
22799,2017,JAM,8995.35,2890299
22800,1990,JOR,4061.08,3560582
22801,1991,JOR,4053.25,3753433
22802,1992,JOR,4653.18,3968198
22803,1993,JOR,4721.28,4189431
22804,1994,JOR,4824.37,4395953
22805,1995,JOR,5027.3,4572904
22806,1996,JOR,5066.96,4716373
22807,1997,JOR,5196.47,4832267
22808,1998,JOR,5305.13,4927912
22809,1999,JOR,5473.34,5014899
22810,2000,JOR,5734.64,5103130
22811,2001,JOR,6066.93,5193482
22812,2002,JOR,6400.54,5287488
22813,2003,JOR,6662.11,5396774
22814,2004,JOR,7245.39,5535595
22815,2005,JOR,7835.09,5714111
22816,2006,JOR,8405.6,5934232
22817,2007,JOR,8944.49,6193191
22818,2008,JOR,9332.54,6489822
22819,2009,JOR,9436.68,6821116
22820,2010,JOR,9281.15,7182390
22821,2011,JOR,9214.21,7574943
22822,2012,JOR,9129.39,7992573
22823,2013,JOR,9062.04,8413464
22824,2014,JOR,9082.96,8809306
22825,2015,JOR,9041.82,9159302
22826,2016,JOR,9047.77,9455802
22827,2017,JOR,9153.35,9702353
22828,1990,JPN,19436.52,123537000
22829,1991,JPN,20770.46,123921000
22830,1992,JPN,21387.49,124229000
22831,1993,JPN,21757.58,124536000
22832,1994,JPN,22398.57,124961000
22833,1995,JPN,23403.22,125439000
22834,1996,JPN,24507.06,125757000
22835,1997,JPN,25134.88,126057000
22836,1998,JPN,25052.7,126400000
22837,1999,JPN,25325.71,126631000
22838,2000,JPN,26838.87,126843000
22839,2001,JPN,27495.69,127149000
22840,2002,JPN,28160.11,127445000
22841,2003,JPN,28921.6,127718000
22842,2004,JPN,30361.81,127761000
22843,2005,JPN,31663.45,127773000
22844,2006,JPN,33098.91,127854000
22845,2007,JPN,34502.23,128001000
22846,2008,JPN,34798.77,128063000
22847,2009,JPN,33192.68,128047000
22848,2010,JPN,35000.32,128070000
22849,2011,JPN,35774.7,127833000
22850,2012,JPN,37191.39,127629000
22851,2013,JPN,38974.08,127445000
22852,2014,JPN,39179.16,127276000
22853,2015,JPN,40717.32,127141000
22854,2016,JPN,42281.19,126994511
22855,2017,JPN,43278.99,126785797
22856,1990,KAZ,8434.96,16348000
22857,1991,KAZ,7708.66,16450500
22858,1992,KAZ,7471.69,16439095
22859,1993,KAZ,6991.93,16330419
22860,1994,KAZ,6332.21,16095199
22861,1995,KAZ,6039.1,15815626
22862,1996,KAZ,6274.41,15577894
22863,1997,KAZ,6593.65,15333703
22864,1998,KAZ,6652.41,15071300
22865,1999,KAZ,7002.96,14928426
22866,2000,KAZ,7887.89,14883626
22867,2001,KAZ,9172.37,14858335
22868,2002,KAZ,10225.45,14858948
22869,2003,KAZ,11360.99,14909018
22870,2004,KAZ,12705.43,15012985
22871,2005,KAZ,14259.02,15147029
22872,2006,KAZ,16098.51,15308084
22873,2007,KAZ,17793.15,15484192
22874,2008,KAZ,18513.93,15674000
22875,2009,KAZ,18387.06,16092822
22876,2010,KAZ,19690.03,16321872
22877,2011,KAZ,21276.93,16557201
22878,2012,KAZ,22391.32,16792089
22879,2013,KAZ,23773.44,17035550
22880,2014,KAZ,24847.86,17288285
22881,2015,KAZ,25049.94,17542806
22882,2016,KAZ,25286.43,17794055
22883,2017,KAZ,26409.54,18037646
22884,1990,KEN,1538.59,23402507
22885,1991,KEN,1560.84,24179598
22886,1992,KEN,1533.9,24963953
22887,1993,KEN,1527.59,25754114
22888,1994,KEN,1553.27,26548486
22889,1995,KEN,1607.22,27346456
22890,1996,KEN,1655.91,28147734
22891,1997,KEN,1645.12,28954114
22892,1998,KEN,1670.62,29769803
22893,1999,KEN,1688.19,30600397
22894,2000,KEN,1690.01,31450483
22895,2001,KEN,1745.52,32321482
22896,2002,KEN,1734.12,33214009
22897,2003,KEN,1771.66,34130852
22898,2004,KEN,1861.8,35074931
22899,2005,KEN,1980.26,36048288
22900,2006,KEN,2114.34,37052050
22901,2007,KEN,2256.35,38085909
22902,2008,KEN,2243.37,39148416
22903,2009,KEN,2271.97,40237204
22904,2010,KEN,2425.92,41350152
22905,2011,KEN,2556.96,42486839
22906,2012,KEN,2650.54,43646629
22907,2013,KEN,2776.6,44826849
22908,2014,KEN,2900.37,46024250
22909,2015,KEN,3019.95,47236259
22910,2016,KEN,3156.12,48461567
22911,2017,KEN,3285.91,49699862
22912,1990,KGZ,2245.79,4391200
22913,1991,KGZ,2103.67,4463600
22914,1992,KGZ,1831.54,4515400
22915,1993,KGZ,1584.78,4516700
22916,1994,KGZ,1293.88,4515100
22917,1995,KGZ,1236.82,4560400
22918,1996,KGZ,1328.81,4628400
22919,1997,KGZ,1464.05,4696400
22920,1998,KGZ,1488.33,4769000
22921,1999,KGZ,1543.25,4840400
22922,2000,KGZ,1644.31,4898400
22923,2001,KGZ,1754.55,4945100
22924,2002,KGZ,1764.91,4990700
22925,2003,KGZ,1906.56,5043300
22926,2004,KGZ,2071.42,5104700
22927,2005,KGZ,2110.38,5162600
22928,2006,KGZ,2218.73,5218400
22929,2007,KGZ,2448.9,5268400
22930,2008,KGZ,2681.12,5318700
22931,2009,KGZ,2746.1,5383300
22932,2010,KGZ,2733.73,5447900
22933,2011,KGZ,2920.6,5514600
22934,2012,KGZ,2922.7,5607200
22935,2013,KGZ,3229.35,5719600
22936,2014,KGZ,3351.67,5835500
22937,2015,KGZ,3447.61,5956900
22938,2016,KGZ,3569.52,6079500
22939,2017,KGZ,3725.54,6201500
22940,1990,KIR,1267.54,72412
22941,1991,KIR,1286.84,73700
22942,1992,KIR,1308.73,74769
22943,1993,KIR,1334.57,75719
22944,1994,KIR,1369.25,76671
22945,1995,KIR,1378.77,77730
22946,1996,KIR,1406.44,78907
22947,1997,KIR,1431.19,80184
22948,1998,KIR,1515.76,81550
22949,1999,KIR,1489.42,82966
22950,2000,KIR,1590.91,84406
22951,2001,KIR,1576.12,85858
22952,2002,KIR,1632.69,87343
22953,2003,KIR,1669,88895
22954,2004,KIR,1656.26,90542
22955,2005,KIR,1759.56,92325
